cliente,abandona,meses_activos,valor_final,retorno_anual,frecuencia_rebalanceo,comision_total
311,True,15,979885.66,-0.0161,1.0,12864.48
312,True,15,979885.66,-0.0161,1.0,12864.48
313,True,15,979885.66,-0.0161,1.0,12864.48
314,True,15,979885.66,-0.0161,1.0,12864.48
315,True,15,979885.66,-0.0161,1.0,12864.48
316,True,15,979885.66,-0.0161,1.0,12864.48
317,True,15,979885.66,-0.0161,1.0,12864.48
318,True,15,979885.66,-0.0161,1.0,12864.48
319,True,15,979885.66,-0.0161,1.0,12864.48
320,True,15,975730.86,-0.0195,0.9333,12817.13
321,True,15,979885.66,-0.0161,1.0,12864.48
322,True,15,981235.14,-0.015,0.9333,12871.56
323,True,15,979885.66,-0.0161,1.0,12864.48
324,True,15,979139.43,-0.0167,0.9333,12857.28
325,True,15,979885.66,-0.0161,1.0,12864.48
326,True,15,979885.66,-0.0161,1.0,12864.48
327,True,15,979885.66,-0.0161,1.0,12864.48
328,True,15,979885.66,-0.0161,1.0,12864.48
329,True,15,979885.66,-0.0161,1.0,12864.48
330,True,15,979885.66,-0.0161,1.0,12864.48
331,True,15,980609.07,-0.0155,0.9333,12870.2
332,True,15,979885.66,-0.0161,1.0,12864.48
333,True,15,979885.66,-0.0161,1.0,12864.48
334,True,15,979885.66,-0.0161,1.0,12864.48
335,True,15,979885.66,-0.0161,1.0,12864.48
336,True,42,962082.44,-0.011,0.9286,36458.0
337,True,16,998043.62,-0.0015,1.0,13696.88
338,True,15,975730.86,-0.0195,0.9333,12817.13
339,True,16,999452.7,-0.0004,0.9375,13712.61
340,True,15,979885.66,-0.0161,1.0,12864.48
341,True,15,979885.66,-0.0161,1.0,12864.48
342,True,15,979885.66,-0.0161,1.0,12864.48
343,True,15,981269.1,-0.015,0.9333,12879.04
344,True,15,979885.66,-0.0161,1.0,12864.48
345,True,15,979885.66,-0.0161,1.0,12864.48
346,True,15,979885.66,-0.0161,1.0,12864.48
347,True,15,980609.07,-0.0155,0.9333,12870.2
348,True,15,975730.86,-0.0195,0.9333,12817.13
349,True,15,979885.66,-0.0161,1.0,12864.48
350,True,15,979885.66,-0.0161,1.0,12864.48
351,True,15,978481.55,-0.0173,0.8667,12846.07
352,True,16,999452.7,-0.0004,0.875,13712.61
353,True,42,976619.22,-0.0067,0.9762,36766.54
354,True,15,979885.66,-0.0161,1.0,12864.48
355,True,42,971177.53,-0.0083,0.9524,36657.21
356,True,15,979885.66,-0.0161,1.0,12864.48
357,True,15,979885.66,-0.0161,1.0,12864.48
358,True,15,979885.66,-0.0161,1.0,12864.48
359,True,15,975730.86,-0.0195,0.9333,12817.13
360,True,15,975730.86,-0.0195,0.9333,12817.13
361,True,15,981269.1,-0.015,0.9333,12879.04
362,True,15,975730.86,-0.0195,0.9333,12817.13
363,True,15,979885.66,-0.0161,1.0,12864.48
364,True,15,979885.66,-0.0161,1.0,12864.48
365,True,15,979885.66,-0.0161,1.0,12864.48
366,True,15,979885.66,-0.0161,1.0,12864.48
367,True,15,981269.1,-0.015,0.9333,12879.04
368,True,15,979885.66,-0.0161,1.0,12864.48
369,True,15,979885.66,-0.0161,1.0,12864.48
370,True,15,979885.66,-0.0161,1.0,12864.48
371,True,15,975730.86,-0.0195,0.9333,12817.13
372,True,15,979885.66,-0.0161,1.0,12864.48
373,True,15,978855.22,-0.017,0.9333,12857.25
374,True,15,979885.66,-0.0161,1.0,12864.48
