cliente,abandona,meses_activos,valor_final,retorno_anual,frecuencia_rebalanceo,comision_total
459,True,15,953754.9,-0.0372,1.0,13762.57
460,True,15,953754.9,-0.0372,1.0,13762.57
461,True,15,953754.9,-0.0372,1.0,13762.57
462,True,15,953754.9,-0.0372,1.0,13762.57
463,True,15,953754.9,-0.0372,1.0,13762.57
464,True,15,953754.9,-0.0372,1.0,13762.57
465,True,15,953754.9,-0.0372,1.0,13762.57
466,True,15,953754.9,-0.0372,1.0,13762.57
467,True,15,953754.9,-0.0372,1.0,13762.57
468,True,15,953754.9,-0.0372,1.0,13762.57
469,True,15,953754.9,-0.0372,1.0,13762.57
470,True,15,953754.9,-0.0372,1.0,13762.57
471,True,15,953754.9,-0.0372,1.0,13762.57
472,True,15,953754.9,-0.0372,1.0,13762.57
473,True,15,953754.9,-0.0372,1.0,13762.57
474,True,15,953754.9,-0.0372,1.0,13762.57
475,True,15,953754.9,-0.0372,1.0,13762.57
476,True,15,953754.9,-0.0372,1.0,13762.57
477,True,15,953754.9,-0.0372,1.0,13762.57
478,True,15,953754.9,-0.0372,1.0,13762.57
479,True,15,953754.9,-0.0372,1.0,13762.57
480,True,15,953754.9,-0.0372,1.0,13762.57
481,True,15,953754.9,-0.0372,1.0,13762.57
482,True,15,953754.9,-0.0372,1.0,13762.57
483,True,15,953754.9,-0.0372,1.0,13762.57
484,True,15,953754.9,-0.0372,1.0,13762.57
485,True,15,953754.9,-0.0372,1.0,13762.57
486,True,15,953754.9,-0.0372,1.0,13762.57
487,True,15,953754.9,-0.0372,1.0,13762.57
488,True,15,953754.9,-0.0372,1.0,13762.57
489,True,15,953754.9,-0.0372,1.0,13762.57
490,True,15,953754.9,-0.0372,1.0,13762.57
491,True,15,953754.9,-0.0372,1.0,13762.57
492,True,15,953754.9,-0.0372,1.0,13762.57
493,True,15,953754.9,-0.0372,1.0,13762.57
494,True,15,953754.9,-0.0372,1.0,13762.57
495,True,15,953754.9,-0.0372,1.0,13762.57
496,True,15,953754.9,-0.0372,1.0,13762.57
497,True,15,953754.9,-0.0372,1.0,13762.57
498,True,15,953754.9,-0.0372,1.0,13762.57
499,True,15,953754.9,-0.0372,1.0,13762.57
